CustomerID,Cluster,SegmentLabel,Recency,Frequency,Monetary,AvgOrderValue
15382,4,Champions (High-Value Loyal),15,6,5955.71,992.6183333333333
15384,3,Loyal Customers,170,2,642.41,321.205
15385,1,Loyal Customers,40,1,316.88,316.88
15386,2,At-Risk (High Value),186,1,394.14,394.14
15388,2,At-Risk (High Value),270,1,140.54,140.54
15389,2,At-Risk (High Value),172,1,500.0,500.0
15392,4,Champions (High-Value Loyal),5,4,1535.53,383.8825
15393,0,Potential Loyalists,16,2,231.86,115.93
15394,3,Loyal Customers,10,4,2183.54,545.885
15395,0,Potential Loyalists,326,1,107.45,107.45
15396,1,Loyal Customers,113,1,288.18,288.18
15397,0,Potential Loyalists,290,1,94.0,94.0
15398,3,Loyal Customers,16,2,1345.5300000000002,672.7650000000001
15399,1,Loyal Customers,1,3,815.77,271.92333333333335
15400,1,Loyal Customers,92,5,716.2,143.24
15402,3,Loyal Customers,149,2,626.77,313.385
15405,2,At-Risk (High Value),189,1,349.1,349.1
15406,1,Loyal Customers,31,2,510.71000000000004,255.35500000000002
15407,1,Loyal Customers,34,4,1056.44,264.11
15408,2,At-Risk (High Value),264,1,267.18,267.18
15410,4,Champions (High-Value Loyal),84,8,3450.84,431.355
15411,1,Loyal Customers,26,4,1358.88,339.72
15412,2,At-Risk (High Value),171,1,190.53,190.53
15414,1,Loyal Customers,10,3,774.9000000000001,258.3
15415,2,At-Risk (High Value),313,1,572.8100000000001,572.8100000000001
15416,3,Loyal Customers,65,4,3984.32,996.08
15417,3,Loyal Customers,85,1,508.8,508.8
15419,1,Loyal Customers,25,1,135.86,135.86
15421,1,Loyal Customers,59,4,950.36,237.59
15422,0,Potential Loyalists,323,2,97.7,48.85
15423,0,Potential Loyalists,38,1,43.5,43.5
15424,2,At-Risk (High Value),254,2,383.34000000000003,191.67000000000002
15426,4,Champions (High-Value Loyal),19,5,1447.3899999999999,289.47799999999995
15427,3,Loyal Customers,33,3,1483.1399999999999,494.37999999999994
15428,0,Potential Loyalists,15,1,93.78,93.78
15429,1,Loyal Customers,27,2,397.35,198.675
15432,0,Potential Loyalists,23,1,171.19,171.19
15433,2,At-Risk (High Value),214,2,533.3,266.65
15434,1,Loyal Customers,8,5,1041.48,208.296
15435,1,Loyal Customers,22,1,149.29,149.29
15436,4,Champions (High-Value Loyal),12,3,1122.53,374.1766666666667
15437,2,At-Risk (High Value),262,1,200.16,200.16
15438,0,Potential Loyalists,131,1,156.57999999999998,156.57999999999998
15440,1,Loyal Customers,55,3,383.68,127.89333333333333
15442,2,At-Risk (High Value),249,1,594.0,594.0
15443,4,Champions (High-Value Loyal),2,7,3236.91,462.4157142857143
15444,3,Loyal Customers,9,2,1418.2599999999998,709.1299999999999
15445,0,Potential Loyalists,264,1,113.5,113.5
15447,2,At-Risk (High Value),331,1,155.17,155.17
15448,2,At-Risk (High Value),313,1,494.64,494.64
15449,1,Loyal Customers,26,3,974.52,324.84
15450,3,Loyal Customers,30,1,429.84,429.84
15452,1,Loyal Customers,30,3,538.73,179.57666666666668
15453,4,Champions (High-Value Loyal),2,7,1388.37,198.3385714285714
15454,2,At-Risk (High Value),362,1,179.1,179.1
15456,2,At-Risk (High Value),283,3,447.22,149.07333333333335
15457,2,At-Risk (High Value),262,1,237.07,237.07
15458,1,Loyal Customers,25,1,161.64,161.64
15460,2,At-Risk (High Value),354,1,216.76,216.76
15462,0,Potential Loyalists,94,3,234.6,78.2
15463,0,Potential Loyalists,29,1,126.14,126.14
15464,3,Loyal Customers,338,1,1048.85,1048.85
15465,4,Champions (High-Value Loyal),20,18,7354.62,408.59
15466,1,Loyal Customers,85,1,334.53,334.53
15467,1,Loyal Customers,9,3,524.88,174.96
15468,1,Loyal Customers,51,2,467.51,233.755
15469,1,Loyal Customers,50,2,538.55,269.275
15471,3,Loyal Customers,2,1,469.48,469.48
15472,1,Loyal Customers,113,1,371.56,371.56
15473,1,Loyal Customers,14,7,1771.2,253.02857142857144
15475,3,Loyal Customers,77,1,454.10999999999996,454.10999999999996
15478,3,Loyal Customers,40,2,1441.42,720.71
15480,3,Loyal Customers,116,1,905.5,905.5
15482,4,Champions (High-Value Loyal),16,12,11054.96,921.2466666666666
15483,1,Loyal Customers,161,4,233.81,58.4525
15484,3,Loyal Customers,1,4,3594.31,898.5775
15485,3,Loyal Customers,30,3,2575.0,858.3333333333334
15488,0,Potential Loyalists,93,1,91.32000000000001,91.32000000000001
15489,1,Loyal Customers,23,3,1134.28,378.0933333333333
15491,4,Champions (High-Value Loyal),95,6,3100.09,516.6816666666667
15492,1,Loyal Customers,28,2,659.46,329.73
15493,4,Champions (High-Value Loyal),33,5,2001.8,400.36
15494,3,Loyal Customers,21,2,1299.23,649.615
15497,3,Loyal Customers,18,2,1262.2,631.1
15498,4,Champions (High-Value Loyal),3,27,13316.4,493.2
15500,1,Loyal Customers,8,4,1131.56,282.89
15502,4,Champions (High-Value Loyal),16,12,10384.93,865.4108333333334
15503,2,At-Risk (High Value),363,1,147.09,147.09
15504,0,Potential Loyalists,81,1,52.83,52.83
15505,3,Loyal Customers,53,5,3610.96,722.192
15506,3,Loyal Customers,23,3,979.26,326.42
15507,2,At-Risk (High Value),172,1,492.36,492.36
15508,1,Loyal Customers,189,6,1000.27,166.71166666666667
15510,0,Potential Loyalists,331,1,250.0,250.0
15511,1,Loyal Customers,12,5,909.23,181.846
15512,0,Potential Loyalists,156,2,121.0,60.5
15513,4,Champions (High-Value Loyal),33,19,14758.220000000001,776.7484210526317
15514,4,Champions (High-Value Loyal),12,11,4139.46,376.31454545454545
15516,0,Potential Loyalists,45,3,62.43,20.81
15517,2,At-Risk (High Value),233,1,267.03,267.03
15518,4,Champions (High-Value Loyal),64,8,1942.45,242.80625
15520,1,Loyal Customers,2,1,343.5,343.5
15521,4,Champions (High-Value Loyal),40,8,3000.2,375.025
15522,1,Loyal Customers,33,2,398.84,199.42
15523,1,Loyal Customers,84,1,412.01000000000005,412.01000000000005
15524,0,Potential Loyalists,25,1,440.0,440.0
15525,1,Loyal Customers,2,3,825.92,275.3066666666667
15526,0,Potential Loyalists,33,2,148.44,74.22
15527,4,Champions (High-Value Loyal),19,8,2429.78,303.7225
15528,2,At-Risk (High Value),254,1,229.33,229.33
15529,4,Champions (High-Value Loyal),23,11,3995.23,363.20272727272726
15530,4,Champions (High-Value Loyal),22,4,1502.35,375.5875
15531,3,Loyal Customers,8,2,2007.44,1003.72
15532,4,Champions (High-Value Loyal),25,4,1580.93,395.2325
15533,1,Loyal Customers,19,3,807.5699999999999,269.19
15535,1,Loyal Customers,173,4,536.4000000000001,134.10000000000002
15537,0,Potential Loyalists,163,1,110.92,110.92
15539,3,Loyal Customers,7,1,538.46,538.46
15540,1,Loyal Customers,11,1,213.3,213.3
15541,0,Potential Loyalists,114,1,85.13000000000001,85.13000000000001
15543,2,At-Risk (High Value),288,1,127.86,127.86
15544,4,Champions (High-Value Loyal),9,9,3546.71,394.0788888888889
15545,1,Loyal Customers,54,2,292.72,146.36
15547,4,Champions (High-Value Loyal),7,14,4954.84,353.9171428571429
15549,3,Loyal Customers,77,3,1693.26,564.42
15550,1,Loyal Customers,4,4,575.63,143.9075
15551,1,Loyal Customers,37,1,436.06,436.06
15552,0,Potential Loyalists,217,1,90.12,90.12
15553,3,Loyal Customers,60,1,437.23,437.23
15554,2,At-Risk (High Value),278,1,217.2,217.2
15555,4,Champions (High-Value Loyal),12,16,4805.17,300.323125
15556,1,Loyal Customers,24,1,279.77,279.77
15557,1,Loyal Customers,29,1,473.65000000000003,473.65000000000003
15561,1,Loyal Customers,12,4,800.59,200.1475
15562,0,Potential Loyalists,352,1,134.55,134.55
15563,3,Loyal Customers,22,4,1400.44,350.11
15565,0,Potential Loyalists,50,2,173.16000000000003,86.58000000000001
15567,1,Loyal Customers,19,1,186.01,186.01
15568,1,Loyal Customers,3,3,758.29,252.76333333333332
15569,1,Loyal Customers,104,5,1375.71,275.142
15570,4,Champions (High-Value Loyal),7,12,4165.52,347.1266666666667
15571,1,Loyal Customers,12,4,650.4300000000001,162.60750000000002
15572,4,Champions (High-Value Loyal),5,7,2552.86,364.69428571428574
15573,1,Loyal Customers,32,2,607.45,303.725
15574,1,Loyal Customers,178,4,702.25,175.5625
15576,3,Loyal Customers,38,1,940.6700000000001,940.6700000000001
15577,0,Potential Loyalists,151,3,258.88,86.29333333333334
15578,0,Potential Loyalists,162,1,127.1,127.1
15579,1,Loyal Customers,69,2,348.6,174.3
15581,4,Champions (High-Value Loyal),121,13,3679.9700000000003,283.0746153846154
15582,1,Loyal Customers,25,3,682.9100000000001,227.63666666666668
15584,1,Loyal Customers,24,4,725.11,181.2775
15585,2,At-Risk (High Value),177,1,455.3,455.3
15587,1,Loyal Customers,50,4,913.68,228.42
15589,2,At-Risk (High Value),256,3,478.53,159.51
15592,1,Loyal Customers,47,1,388.58,388.58
15593,0,Potential Loyalists,71,1,199.8,199.8
15594,4,Champions (High-Value Loyal),16,5,1771.78,354.356
15596,1,Loyal Customers,101,5,1406.59,281.318
15597,1,Loyal Customers,35,1,324.57,324.57
15598,1,Loyal Customers,53,1,240.68,240.68
15599,3,Loyal Customers,27,2,761.74,380.87
15601,4,Champions (High-Value Loyal),11,14,6776.56,484.04
15602,1,Loyal Customers,8,9,1297.87,144.20777777777778
15603,0,Potential Loyalists,79,1,48.480000000000004,48.480000000000004
15604,1,Loyal Customers,52,1,216.39,216.39
15605,1,Loyal Customers,36,5,1198.23,239.64600000000002
15606,4,Champions (High-Value Loyal),61,9,2920.16,324.4622222222222
15607,2,At-Risk (High Value),337,1,104.76,104.76
15608,1,Loyal Customers,28,4,1093.68,273.42
15609,2,At-Risk (High Value),184,1,298.48,298.48
15610,0,Potential Loyalists,52,1,112.46000000000001,112.46000000000001
15611,1,Loyal Customers,10,13,1591.45,122.41923076923078
15612,0,Potential Loyalists,36,2,195.15,97.575
15615,4,Champions (High-Value Loyal),10,23,10399.74,452.1626086956522
15618,1,Loyal Customers,33,4,776.851,194.21275
15619,1,Loyal Customers,11,1,336.40000000000003,336.40000000000003
15620,3,Loyal Customers,57,3,1553.1799999999998,517.7266666666666
15621,1,Loyal Customers,4,4,1293.03,323.2575
15622,4,Champions (High-Value Loyal),43,9,3709.56,412.17333333333335
15623,2,At-Risk (High Value),141,1,301.03,301.03
15624,1,Loyal Customers,117,4,588.13,147.0325
15625,3,Loyal Customers,104,4,1534.2599999999998,383.56499999999994
15626,3,Loyal Customers,75,2,675.8,337.9
15628,4,Champions (High-Value Loyal),5,9,2870.2400000000002,318.91555555555556
15630,3,Loyal Customers,45,2,1186.35,593.175
15632,4,Champions (High-Value Loyal),16,8,3285.31,410.66375
15634,1,Loyal Customers,17,1,243.55,243.55
15636,1,Loyal Customers,90,2,724.76,362.38
15637,1,Loyal Customers,53,1,223.36,223.36
15639,3,Loyal Customers,134,1,425.32,425.32
15640,4,Champions (High-Value Loyal),4,15,12515.66,834.3773333333334
15641,3,Loyal Customers,105,4,1887.2000000000003,471.80000000000007
15643,2,At-Risk (High Value),192,3,664.0,221.33333333333334
15644,1,Loyal Customers,166,4,813.0,203.25
15645,3,Loyal Customers,19,1,612.01,612.01
15646,1,Loyal Customers,158,3,447.64000000000004,149.21333333333334
15648,2,At-Risk (High Value),204,2,657.35,328.675
15649,2,At-Risk (High Value),336,2,816.0,408.0
15651,1,Loyal Customers,37,3,646.3,215.4333333333333
15652,1,Loyal Customers,91,1,337.74,337.74
15653,3,Loyal Customers,93,2,877.4399999999999,438.71999999999997
15654,1,Loyal Customers,9,2,922.53,461.265
15655,2,At-Risk (High Value),243,1,560.67,560.67
15656,1,Loyal Customers,45,4,748.5,187.125
15657,0,Potential Loyalists,23,1,30.0,30.0
15658,1,Loyal Customers,190,5,1024.1,204.82
15659,1,Loyal Customers,44,1,306.45,306.45
15660,4,Champions (High-Value Loyal),25,9,1600.8600000000001,177.87333333333333
15661,2,At-Risk (High Value),317,2,309.79999999999995,154.89999999999998
15663,0,Potential Loyalists,106,1,138.14,138.14
15664,1,Loyal Customers,51,1,386.43,386.43
15665,3,Loyal Customers,168,2,2242.01,1121.005
15667,1,Loyal Customers,40,1,301.32,301.32
15668,0,Potential Loyalists,218,1,76.32000000000001,76.32000000000001
15669,1,Loyal Customers,40,4,684.34,171.085
15670,2,At-Risk (High Value),297,1,173.05,173.05
15671,4,Champions (High-Value Loyal),19,7,2657.13,379.59000000000003
15673,3,Loyal Customers,88,4,2881.02,720.255
15674,4,Champions (High-Value Loyal),73,5,2446.6000000000004,489.32000000000005
15675,1,Loyal Customers,81,3,323.69,107.89666666666666
15676,3,Loyal Customers,19,3,3435.76,1145.2533333333333
15677,3,Loyal Customers,49,1,657.23,657.23
15678,1,Loyal Customers,53,1,352.7,352.7
15679,1,Loyal Customers,24,4,781.28,195.32
15680,3,Loyal Customers,9,3,1333.68,444.56
15681,1,Loyal Customers,25,5,1426.16,285.232
15683,2,At-Risk (High Value),117,1,193.75,193.75
15687,4,Champions (High-Value Loyal),9,9,2993.1,332.56666666666666
15689,0,Potential Loyalists,120,2,254.1,127.05
15690,1,Loyal Customers,4,2,239.76,119.88
15691,0,Potential Loyalists,252,1,136.8,136.8
15692,1,Loyal Customers,28,1,191.04,191.04
15694,4,Champions (High-Value Loyal),1,14,6479.4,462.8142857142857
15695,2,At-Risk (High Value),267,2,409.98,204.99
15696,4,Champions (High-Value Loyal),33,8,2736.46,342.0575
15699,1,Loyal Customers,18,1,309.65,309.65
15700,1,Loyal Customers,172,2,696.68,348.34
15701,4,Champions (High-Value Loyal),2,4,1542.1399999999999,385.53499999999997
15703,2,At-Risk (High Value),265,1,211.5,211.5
15704,3,Loyal Customers,140,4,2293.62,573.405
15705,0,Potential Loyalists,201,1,143.1,143.1
15706,1,Loyal Customers,64,4,1060.56,265.14
15707,1,Loyal Customers,35,4,945.5799999999999,236.39499999999998
15708,4,Champions (High-Value Loyal),41,7,3364.2400000000002,480.6057142857143
15709,2,At-Risk (High Value),284,1,133.25,133.25
15712,1,Loyal Customers,9,5,1072.3600000000001,214.47200000000004
15713,1,Loyal Customers,143,2,356.70000000000005,178.35000000000002
15714,1,Loyal Customers,12,2,330.88,165.44
15716,1,Loyal Customers,146,4,1118.81,279.7025
15717,0,Potential Loyalists,234,1,150.3,150.3
15719,4,Champions (High-Value Loyal),33,13,5045.610000000001,388.1238461538462
15720,3,Loyal Customers,24,1,598.73,598.73
15721,3,Loyal Customers,12,1,507.08,507.08
15722,4,Champions (High-Value Loyal),36,5,2222.56,444.512
15723,2,At-Risk (High Value),365,1,203.1,203.1
15724,0,Potential Loyalists,201,2,218.25,109.125
15725,1,Loyal Customers,15,1,415.25,415.25
15727,4,Champions (High-Value Loyal),17,7,5178.96,739.8514285714285
15729,0,Potential Loyalists,213,1,85.0,85.0
15730,3,Loyal Customers,66,3,1120.88,373.6266666666667
15732,2,At-Risk (High Value),212,2,294.12,147.06
15733,2,At-Risk (High Value),283,1,162.3,162.3
15734,3,Loyal Customers,115,2,1339.4500000000003,669.7250000000001
15737,1,Loyal Customers,15,8,1205.1200000000001,150.64000000000001
15738,4,Champions (High-Value Loyal),19,16,4812.42,300.77625
15739,3,Loyal Customers,66,1,449.12,449.12
15740,1,Loyal Customers,49,1,154.88,154.88
15743,1,Loyal Customers,16,4,784.46,196.115
15744,0,Potential Loyalists,78,1,34.8,34.8
15745,1,Loyal Customers,19,4,1094.5900000000001,273.64750000000004
15746,1,Loyal Customers,134,1,196.88,196.88
15747,1,Loyal Customers,13,3,974.04,324.68
15748,0,Potential Loyalists,40,1,149.31,149.31
15749,3,Loyal Customers,235,3,44534.3,14844.766666666668
15750,4,Champions (High-Value Loyal),3,8,2465.48,308.185
15752,4,Champions (High-Value Loyal),40,7,2637.38,376.7685714285714
15753,0,Potential Loyalists,305,1,79.2,79.2
15754,1,Loyal Customers,51,3,458.57000000000005,152.85666666666668
15755,4,Champions (High-Value Loyal),10,6,2364.25,394.0416666666667
15756,1,Loyal Customers,61,4,532.96,133.24
15757,1,Loyal Customers,66,2,714.4200000000001,357.21000000000004
15758,0,Potential Loyalists,25,1,205.25,205.25
15759,0,Potential Loyalists,218,3,253.04000000000002,84.34666666666668
15762,1,Loyal Customers,65,2,583.75,291.875
15763,1,Loyal Customers,32,2,1086.92,543.46
15764,4,Champions (High-Value Loyal),88,6,3279.9700000000003,546.6616666666667
15766,1,Loyal Customers,64,1,315.06,315.06
15768,1,Loyal Customers,116,3,621.8299999999999,207.27666666666664
15769,4,Champions (High-Value Loyal),7,26,56252.72,2163.566153846154
15773,3,Loyal Customers,6,1,635.6800000000001,635.6800000000001
15774,1,Loyal Customers,69,1,270.8,270.8
15775,0,Potential Loyalists,245,1,104.9,104.9
15776,2,At-Risk (High Value),133,1,241.62,241.62
15777,2,At-Risk (High Value),241,4,1047.11,261.7775
15780,2,At-Risk (High Value),184,3,475.28000000000003,158.42666666666668
15781,1,Loyal Customers,25,3,345.46000000000004,115.15333333333335
15782,3,Loyal Customers,10,3,2614.7400000000002,871.58
15783,1,Loyal Customers,11,1,246.3,246.3
15785,4,Champions (High-Value Loyal),33,5,2328.9700000000003,465.79400000000004
15786,3,Loyal Customers,46,3,4932.2,1644.0666666666666
15787,1,Loyal Customers,26,3,948.0500000000001,316.0166666666667
15789,2,At-Risk (High Value),358,1,351.3,351.3
15790,1,Loyal Customers,10,1,220.85,220.85
15791,3,Loyal Customers,44,2,1612.69,806.345
15793,1,Loyal Customers,15,3,965.61,321.87
15795,3,Loyal Customers,150,1,610.01,610.01
15796,4,Champions (High-Value Loyal),1,8,2711.56,338.945
15797,3,Loyal Customers,113,4,2207.4,551.85
15799,3,Loyal Customers,76,3,884.14,294.7133333333333
15800,1,Loyal Customers,107,2,699.0799999999999,349.53999999999996
15801,1,Loyal Customers,46,3,1063.95,354.65000000000003
15802,0,Potential Loyalists,143,1,451.42,451.42
15803,1,Loyal Customers,51,1,415.82000000000005,415.82000000000005
15804,4,Champions (High-Value Loyal),1,13,4206.39,323.5684615384616
15805,4,Champions (High-Value Loyal),23,17,5528.48,325.2047058823529
15806,1,Loyal Customers,46,3,784.58,261.5266666666667
15807,1,Loyal Customers,50,3,903.9000000000001,301.3
15808,3,Loyal Customers,306,4,3734.9700000000003,933.7425000000001
15809,1,Loyal Customers,36,5,515.77,103.154
15810,1,Loyal Customers,79,4,1391.98,347.995
15811,4,Champions (High-Value Loyal),22,6,2218.62,369.77
15812,1,Loyal Customers,107,5,1801.14,360.228
15813,3,Loyal Customers,208,2,1303.9099999999999,651.9549999999999
15814,3,Loyal Customers,17,4,1945.33,486.3325
15815,3,Loyal Customers,64,5,2100.6,420.12
15819,3,Loyal Customers,49,4,1905.45,476.3625
15820,2,At-Risk (High Value),320,1,206.98,206.98
15821,1,Loyal Customers,44,2,570.96,285.48
15822,1,Loyal Customers,3,2,885.47,442.735
15823,0,Potential Loyalists,372,1,15.0,15.0
15825,2,At-Risk (High Value),172,1,532.94,532.94
15826,3,Loyal Customers,56,3,1654.31,551.4366666666666
15827,4,Champions (High-Value Loyal),73,14,1836.0900000000001,131.14928571428572
15829,3,Loyal Customers,99,2,636.14,318.07
15830,3,Loyal Customers,38,1,576.0,576.0
15831,1,Loyal Customers,58,3,801.76,267.25333333333333
15832,3,Loyal Customers,254,1,836.79,836.79
15834,4,Champions (High-Value Loyal),70,4,2233.75,558.4375
15835,1,Loyal Customers,44,4,954.09,238.5225
15836,0,Potential Loyalists,50,1,137.37,137.37
15837,1,Loyal Customers,65,1,391.98,391.98
15838,4,Champions (High-Value Loyal),11,19,33643.08,1770.6884210526316
15839,1,Loyal Customers,33,3,1048.49,349.49666666666667
15840,1,Loyal Customers,59,2,355.56,177.78
15841,1,Loyal Customers,73,4,1224.06,306.015
15843,0,Potential Loyalists,304,1,118.95000000000002,118.95000000000002
15844,0,Potential Loyalists,46,1,130.73999999999998,130.73999999999998
15845,4,Champions (High-Value Loyal),18,8,3711.77,463.97125
15847,1,Loyal Customers,38,2,389.27,194.635
15850,1,Loyal Customers,19,2,238.85,119.425
15852,0,Potential Loyalists,187,2,160.71,80.355
15853,1,Loyal Customers,52,1,110.8,110.8
15854,4,Champions (High-Value Loyal),4,12,2974.65,247.88750000000002
15855,1,Loyal Customers,137,5,712.24,142.448
15856,4,Champions (High-Value Loyal),4,27,16387.57,606.947037037037
15857,1,Loyal Customers,19,1,297.0,297.0
15858,4,Champions (High-Value Loyal),16,5,1438.8500000000001,287.77000000000004
15860,1,Loyal Customers,41,8,977.21,122.15125
15861,4,Champions (High-Value Loyal),12,8,3165.36,395.67
15862,1,Loyal Customers,8,4,832.88,208.22
15863,0,Potential Loyalists,26,2,68.84,34.42
15864,1,Loyal Customers,22,6,1936.32,322.71999999999997
15865,1,Loyal Customers,41,3,895.13,298.37666666666667
15866,1,Loyal Customers,101,1,230.53,230.53
15867,4,Champions (High-Value Loyal),5,15,3812.64,254.176
15869,0,Potential Loyalists,277,2,149.64,74.82
15870,1,Loyal Customers,33,1,354.09000000000003,354.09000000000003
15872,1,Loyal Customers,15,2,360.93,180.465
15874,4,Champions (High-Value Loyal),64,7,4405.88,629.4114285714286
15877,1,Loyal Customers,2,2,493.28,246.64
15880,2,At-Risk (High Value),369,1,343.28000000000003,343.28000000000003
15881,2,At-Risk (High Value),312,5,501.39000000000004,100.278
15882,2,At-Risk (High Value),199,4,516.36,129.09
15883,1,Loyal Customers,2,2,396.48,198.24
15885,0,Potential Loyalists,93,3,379.35,126.45
15886,1,Loyal Customers,60,1,181.09,181.09
15888,0,Potential Loyalists,81,1,168.31,168.31
15889,1,Loyal Customers,157,2,446.87,223.435
15891,3,Loyal Customers,227,1,524.52,524.52
15894,2,At-Risk (High Value),253,2,263.55,131.775
15895,2,At-Risk (High Value),150,1,179.17,179.17
15897,2,At-Risk (High Value),194,2,222.05,111.025
15898,1,Loyal Customers,1,5,1388.88,277.776
15899,0,Potential Loyalists,369,1,56.25,56.25
15900,1,Loyal Customers,24,1,351.11,351.11
15901,1,Loyal Customers,17,3,363.88,121.29333333333334
15903,4,Champions (High-Value Loyal),10,7,5126.76,732.3942857142857
15904,1,Loyal Customers,8,1,164.68,164.68
15906,4,Champions (High-Value Loyal),20,7,1567.6899999999998,223.95571428571427
15907,1,Loyal Customers,4,3,967.45,322.48333333333335
15909,2,At-Risk (High Value),174,1,191.94,191.94
15910,4,Champions (High-Value Loyal),1,8,1232.18,154.0225
15912,2,At-Risk (High Value),178,2,264.62,132.31
15916,4,Champions (High-Value Loyal),16,8,1528.0900000000001,191.01125000000002
15917,0,Potential Loyalists,248,1,123.1,123.1
15918,2,At-Risk (High Value),191,2,334.23,167.115
15919,1,Loyal Customers,20,2,639.8900000000001,319.94500000000005
15920,0,Potential Loyalists,154,4,167.5,41.875
15921,2,At-Risk (High Value),173,1,336.03000000000003,336.03000000000003
15922,2,At-Risk (High Value),373,1,369.5,369.5
15923,2,At-Risk (High Value),373,1,127.08,127.08
15925,2,At-Risk (High Value),194,1,207.15,207.15
15930,1,Loyal Customers,67,1,426.63,426.63
15932,4,Champions (High-Value Loyal),4,8,2495.87,311.98375
15933,3,Loyal Customers,21,3,1107.46,369.15333333333336
15935,2,At-Risk (High Value),239,2,416.86,208.43
15937,0,Potential Loyalists,64,1,145.35,145.35
15938,0,Potential Loyalists,112,5,404.58000000000004,80.91600000000001
15939,4,Champions (High-Value Loyal),90,15,6115.01,407.6673333333334
15940,0,Potential Loyalists,311,1,35.8,35.8
15942,2,At-Risk (High Value),134,1,337.44,337.44
15944,2,At-Risk (High Value),277,1,325.1,325.1
15945,2,At-Risk (High Value),365,1,181.0,181.0
15947,3,Loyal Customers,83,1,1708.24,1708.24
15948,3,Loyal Customers,8,2,955.24,477.62
15949,1,Loyal Customers,17,2,364.72,182.36
15950,4,Champions (High-Value Loyal),32,4,1765.5100000000002,441.37750000000005
15951,1,Loyal Customers,9,2,708.22,354.11
15952,1,Loyal Customers,34,4,806.57,201.6425
15953,4,Champions (High-Value Loyal),15,8,1659.3799999999999,207.42249999999999
15955,4,Champions (High-Value Loyal),24,14,4416.26,315.44714285714286
15957,1,Loyal Customers,32,1,428.89,428.89
15958,0,Potential Loyalists,74,1,104.35,104.35
15963,1,Loyal Customers,20,2,470.76,235.38
15965,1,Loyal Customers,17,4,845.64,211.41
15967,1,Loyal Customers,23,2,418.83000000000004,209.41500000000002
15969,1,Loyal Customers,3,3,666.1,222.03333333333333
15970,2,At-Risk (High Value),304,1,314.1,314.1
15971,4,Champions (High-Value Loyal),18,12,4199.85,349.9875
15973,2,At-Risk (High Value),367,1,307.82000000000005,307.82000000000005
15974,4,Champions (High-Value Loyal),39,7,3442.15,491.7357142857143
15975,1,Loyal Customers,84,1,371.01,371.01
15976,1,Loyal Customers,165,2,430.94,215.47
15977,3,Loyal Customers,17,2,1054.73,527.365
15978,3,Loyal Customers,77,1,1098.78,1098.78
15980,3,Loyal Customers,89,3,2398.8599999999997,799.6199999999999
15981,4,Champions (High-Value Loyal),25,8,3408.48,426.06
15983,4,Champions (High-Value Loyal),22,4,1475.02,368.755
15984,4,Champions (High-Value Loyal),3,10,2837.67,283.767
15985,3,Loyal Customers,123,2,1142.42,571.21
15986,1,Loyal Customers,30,1,168.12,168.12
15987,4,Champions (High-Value Loyal),12,7,1451.2800000000002,207.32571428571433
15988,1,Loyal Customers,19,1,158.03,158.03
15990,1,Loyal Customers,44,2,792.11,396.055
15992,0,Potential Loyalists,4,1,41.989999999999995,41.989999999999995
15993,4,Champions (High-Value Loyal),9,7,2797.57,399.65285714285716
15994,1,Loyal Customers,55,1,427.07,427.07
15996,1,Loyal Customers,88,6,1060.68,176.78
15998,4,Champions (High-Value Loyal),37,5,3089.9700000000003,617.994
16000,3,Loyal Customers,3,3,12393.7,4131.233333333334
16003,4,Champions (High-Value Loyal),30,5,2735.37,547.074
16005,1,Loyal Customers,12,4,615.39,153.8475
16006,0,Potential Loyalists,211,1,101.4,101.4
16007,4,Champions (High-Value Loyal),48,4,1701.94,425.485
16008,1,Loyal Customers,24,3,478.78,159.59333333333333
16009,1,Loyal Customers,22,4,992.71,248.1775
16010,2,At-Risk (High Value),246,3,407.5,135.83333333333334
16011,4,Champions (High-Value Loyal),8,16,3362.71,210.169375
16012,3,Loyal Customers,35,3,1415.29,471.7633333333333
16013,4,Champions (High-Value Loyal),4,47,37130.6,790.0127659574467
16014,1,Loyal Customers,38,3,662.38,220.79333333333332
16015,1,Loyal Customers,4,3,705.39,235.13
16016,4,Champions (High-Value Loyal),3,8,1508.76,188.595
16017,1,Loyal Customers,47,1,211.88,211.88
16018,1,Loyal Customers,39,2,408.9,204.45
16019,4,Champions (High-Value Loyal),47,9,3786.2400000000002,420.6933333333334
16020,1,Loyal Customers,17,3,851.01,283.67
16022,2,At-Risk (High Value),260,1,628.28,628.28
16023,1,Loyal Customers,46,3,719.8100000000001,239.9366666666667
16024,1,Loyal Customers,12,1,251.24,251.24
16025,3,Loyal Customers,30,1,439.65999999999997,439.65999999999997
16026,1,Loyal Customers,43,1,236.09,236.09
16027,1,Loyal Customers,92,6,934.62,155.77
16029,4,Champions (High-Value Loyal),39,63,81024.84,1286.1085714285714
16030,2,At-Risk (High Value),310,1,331.24,331.24
16031,1,Loyal Customers,92,2,548.94,274.47
16033,4,Champions (High-Value Loyal),6,20,8816.4,440.82
16034,2,At-Risk (High Value),196,3,437.7,145.9
16036,3,Loyal Customers,87,2,758.9200000000001,379.46000000000004
16037,2,At-Risk (High Value),270,3,855.02,285.00666666666666
16038,1,Loyal Customers,8,3,471.78,157.26
16040,3,Loyal Customers,65,3,1313.55,437.84999999999997
16041,3,Loyal Customers,31,3,3166.4,1055.4666666666667
